device_id,ts,mode,temperature,humidity,co_ppm,no2_ppm
dc:b4:d9:13:ed:8c,2026-06-04 17:00:51+00,on,30.479515075683594,80.9781036376953,245.6229248046875,0
dc:b4:d9:13:ed:8c,2026-06-04 17:00:56+00,on,30.479515075683594,80.8224639892578,156.39358520507812,0
dc:b4:d9:13:ed:8c,2026-06-04 17:01:01+00,on,30.53826141357422,80.8468780517578,120.07933807373047,0
dc:b4:d9:13:ed:8c,2026-06-04 17:01:06+00,on,30.551612854003906,80.7370071411133,78.1713638305664,0
dc:b4:d9:13:ed:8c,2026-06-04 17:01:11+00,on,30.59433937072754,80.62561798095703,73.51497650146484,0
dc:b4:d9:13:ed:8c,2026-06-04 17:01:16+00,on,30.63706398010254,80.53406524658203,54.97700881958008,0
dc:b4:d9:13:ed:8c,2026-06-04 17:01:22+00,on,30.650415420532227,80.3921585083008,44.46214294433594,0
dc:b4:d9:13:ed:8c,2026-06-04 17:01:27+00,on,30.69314193725586,80.2883987426758,43.20966339111328,0.01877574436366558
dc:b4:d9:13:ed:8c,2026-06-04 17:01:32+00,on,30.719844818115234,80.1922607421875,37.281898498535156,0.01877574436366558
dc:b4:d9:13:ed:8c,2026-06-04 17:01:37+00,on,30.706493377685547,80.1190185546875,37.281898498535156,0.1335938572883606
dc:b4:d9:13:ed:8c,2026-06-04 17:01:42+00,on,30.719844818115234,80.05950927734375,35.0635643005371,0.0941435322165489
dc:b4:d9:13:ed:8c,2026-06-04 17:01:47+00,on,30.69314193725586,79.88861083984375,29.887104034423828,0
dc:b4:d9:13:ed:8c,2026-06-04 17:01:52+00,on,30.53826141357422,79.86114501953125,22.65505599975586,0
dc:b4:d9:13:ed:8c,2026-06-04 17:01:57+00,on,30.43678855895996,80.05035400390625,18.042524337768555,10
dc:b4:d9:13:ed:8c,2026-06-04 17:02:02+00,on,30.297931671142578,80.29297637939453,15.884172439575195,0.4999191164970398
dc:b4:d9:13:ed:8c,2026-06-04 17:02:07+00,on,30.3967342376709,80.5752639770508,10.576756477355957,0.21631260216236115
dc:b4:d9:13:ed:8c,2026-06-04 17:02:12+00,on,30.59433937072754,80.62561798095703,9.844934463500977,10
dc:b4:d9:13:ed:8c,2026-06-04 17:02:17+00,on,30.719844818115234,80.43946075439453,15.884172439575195,0
dc:b4:d9:13:ed:8c,2026-06-04 17:02:22+00,on,30.791942596435547,80.16937255859375,18.042524337768555,0
dc:b4:d9:13:ed:8c,2026-06-04 18:07:39+00,on,,,5000,0
dc:b4:d9:13:ed:8c,2026-06-04 18:07:45+00,on,,,5000,0
dc:b4:d9:13:ed:8c,2026-06-04 18:07:51+00,on,,,1830.34716796875,0
dc:b4:d9:13:ed:8c,2026-06-04 18:07:57+00,on,,,864.4092407226562,0
dc:b4:d9:13:ed:8c,2026-06-04 18:08:03+00,on,,,682.4928588867188,0
dc:b4:d9:13:ed:8c,2026-06-04 18:08:09+00,on,,,577.299560546875,0
dc:b4:d9:13:ed:8c,2026-06-04 18:08:15+00,on,,,412.3598327636719,0
dc:b4:d9:13:ed:8c,2026-06-04 18:08:21+00,on,,,313.40704345703125,0
dc:b4:d9:13:ed:8c,2026-06-04 18:08:27+00,on,,,258.1977233886719,0
dc:b4:d9:13:ed:8c,2026-06-04 18:08:33+00,on,,,199.86968994140625,0
dc:b4:d9:13:ed:8c,2026-06-04 18:08:39+00,on,,,170.00357055664062,0
dc:b4:d9:13:ed:8c,2026-06-04 18:08:45+00,on,,,137.05235290527344,0
dc:b4:d9:13:ed:8c,2026-06-04 18:08:51+00,on,,,123.34599304199219,0
dc:b4:d9:13:ed:8c,2026-06-04 18:08:57+00,on,,,113.73302459716797,0
dc:b4:d9:13:ed:8c,2026-06-04 18:09:03+00,on,,,90.7298126220703,0.01877574436366558
dc:b4:d9:13:ed:8c,2026-06-04 18:09:10+00,on,,,80.57679748535156,0.01877574436366558
dc:b4:d9:13:ed:8c,2026-06-04 18:09:16+00,on,,,83.03466033935547,0.17429672181606293
dc:b4:d9:13:ed:8c,2026-06-04 18:09:22+00,on,,,71.26271057128906,0.259705901145935
dc:b4:d9:13:ed:8c,2026-06-04 18:09:28+00,on,,,62.74375534057617,0.17429672181606293
dc:b4:d9:13:ed:8c,2026-06-04 18:09:34+00,on,,,56.85049057006836,0.17429672181606293
dc:b4:d9:13:ed:8c,2026-06-04 18:09:40+00,on,,,54.97700881958008,0.4485052824020386
dc:b4:d9:13:ed:8c,2026-06-04 18:09:46+00,on,,,49.7011489868164,0.35090553760528564
dc:b4:d9:13:ed:8c,2026-06-04 18:09:52+00,on,,,45.73736572265625,0.4485052824020386
dc:b4:d9:13:ed:8c,2026-06-04 18:09:58+00,on,,,44.46214294433594,0.4485052824020386
dc:b4:d9:13:ed:8c,2026-06-04 18:10:04+00,on,,,43.20966339111328,0.4485052824020386
dc:b4:d9:13:ed:8c,2026-06-04 18:10:10+00,on,,,41.979740142822266,0.4485052824020386
dc:b4:d9:13:ed:8c,2026-06-04 18:10:16+00,on,,,38.42343521118164,0.4485052824020386
dc:b4:d9:13:ed:8c,2026-06-04 18:10:22+00,on,,,36.16200256347656,0.4485052824020386
dc:b4:d9:13:ed:8c,2026-06-04 18:10:28+00,on,,,36.16200256347656,0.4485052824020386
dc:b4:d9:13:ed:8c,2026-06-04 18:10:35+00,on,,,35.0635643005371,0.4485052824020386
dc:b4:d9:13:ed:8c,2026-06-04 18:10:41+00,on,,,33.98643112182617,0.545427918434143
dc:b4:d9:13:ed:8c,2026-06-04 18:10:47+00,on,,,35.0635643005371,0.545427918434143
dc:b4:d9:13:ed:8c,2026-06-04 18:10:53+00,on,,,33.98643112182617,0.4999191164970398
dc:b4:d9:13:ed:8c,2026-06-04 18:10:59+00,on,,,30.88090705871582,0.595998466014862
dc:b4:d9:13:ed:8c,2026-06-04 18:11:05+00,on,,,33.98643112182617,0.3988640010356903
dc:b4:d9:13:ed:8c,2026-06-04 18:11:11+00,on,,,30.88090705871582,0.545427918434143
dc:b4:d9:13:ed:8c,2026-06-04 18:11:17+00,on,,,29.887104034423828,0.545427918434143
dc:b4:d9:13:ed:8c,2026-06-04 18:11:23+00,on,,,27.0272331237793,0.545427918434143
dc:b4:d9:13:ed:8c,2026-06-04 18:11:29+00,on,,,27.0272331237793,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:11:35+00,on,,,27.0272331237793,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:11:41+00,on,,,27.0272331237793,0.595998466014862
dc:b4:d9:13:ed:8c,2026-06-04 18:11:47+00,on,,,28.9136791229248,0.595998466014862
dc:b4:d9:13:ed:8c,2026-06-04 18:11:53+00,on,,,26.113859176635742,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:11:59+00,on,,,27.0272331237793,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:12:06+00,on,,,27.0272331237793,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:12:12+00,on,,,24.345890045166016,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:12:18+00,on,,,22.65505599975586,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:12:24+00,on,,,23.490917205810547,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:12:30+00,on,,,23.490917205810547,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:12:36+00,on,,,22.65505599975586,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:12:42+00,on,,,24.345890045166016,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:12:48+00,on,,,22.65505599975586,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:12:54+00,on,,,19.202604293823242,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:13:00+00,on,,,21.8381233215332,1.0866042375564575
dc:b4:d9:13:ed:8c,2026-06-04 18:13:06+00,on,,,22.65505599975586,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:13:12+00,on,,,21.039918899536133,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:13:18+00,on,,,21.039918899536133,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:13:24+00,on,,,21.8381233215332,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:13:31+00,on,,,19.202604293823242,0.595998466014862
dc:b4:d9:13:ed:8c,2026-06-04 18:13:37+00,on,,,19.202604293823242,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:13:43+00,on,,,20.260272979736328,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:13:49+00,on,,,19.202604293823242,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:13:55+00,on,,,19.202604293823242,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:14:01+00,on,,,19.202604293823242,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:14:07+00,on,,,21.039918899536133,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:14:13+00,on,,,19.202604293823242,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:14:19+00,on,,,19.202604293823242,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:14:25+00,on,,,19.202604293823242,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:14:31+00,on,,,18.042524337768555,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:14:37+00,on,,,19.202604293823242,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:14:43+00,on,,,19.202604293823242,0.595998466014862
dc:b4:d9:13:ed:8c,2026-06-04 18:14:49+00,on,,,19.202604293823242,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:14:56+00,on,,,18.042524337768555,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:15:02+00,on,,,18.042524337768555,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:15:08+00,on,,,18.042524337768555,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:15:14+00,on,,,15.884172439575195,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:15:20+00,on,,,14.88227653503418,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:15:26+00,on,,,18.042524337768555,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:15:32+00,on,,,14.88227653503418,0.545427918434143
dc:b4:d9:13:ed:8c,2026-06-04 18:15:38+00,on,,,14.88227653503418,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:15:44+00,on,,,18.042524337768555,0.545427918434143
dc:b4:d9:13:ed:8c,2026-06-04 18:15:50+00,on,,,18.042524337768555,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:15:56+00,on,,,19.202604293823242,1.8970319032669067
dc:b4:d9:13:ed:8c,2026-06-04 18:16:02+00,on,,,15.884172439575195,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:16:08+00,on,,,19.202604293823242,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:16:14+00,on,,,18.042524337768555,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:16:20+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:16:27+00,on,,,18.042524337768555,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:16:33+00,on,,,15.884172439575195,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:16:39+00,on,,,14.88227653503418,0.864231824874878
dc:b4:d9:13:ed:8c,2026-06-04 18:16:45+00,on,,,18.042524337768555,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:16:51+00,on,,,14.88227653503418,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:16:57+00,on,,,14.88227653503418,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:17:03+00,on,,,14.88227653503418,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:17:09+00,on,,,13.9295597076416,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:17:15+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:17:21+00,on,,,13.9295597076416,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:17:27+00,on,,,15.884172439575195,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:17:27+00,on,,,15.884172439575195,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:17:33+00,on,,,18.042524337768555,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:17:39+00,on,,,18.042524337768555,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:17:45+00,on,,,18.042524337768555,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:17:52+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:17:58+00,on,,,22.65505599975586,0.595998466014862
dc:b4:d9:13:ed:8c,2026-06-04 18:18:04+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:18:10+00,on,,,18.042524337768555,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:18:16+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:18:22+00,on,,,10.576756477355957,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:18:28+00,on,,,20.260272979736328,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:18:34+00,on,,,15.884172439575195,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:18:40+00,on,,,14.88227653503418,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:18:46+00,on,,,10.576756477355957,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:18:52+00,on,,,14.88227653503418,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:18:58+00,on,,,13.024312019348145,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:19:04+00,on,,,8.49805450439453,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:19:10+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:19:17+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:19:23+00,on,,,13.024312019348145,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:19:29+00,on,,,13.024312019348145,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:19:35+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:19:41+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:19:47+00,on,,,10.576756477355957,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:19:53+00,on,,,9.844934463500977,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:19:59+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:20:05+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:20:11+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:20:17+00,on,,,10.576756477355957,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:20:23+00,on,,,15.884172439575195,0.545427918434143
dc:b4:d9:13:ed:8c,2026-06-04 18:20:29+00,on,,,13.9295597076416,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:20:35+00,on,,,13.9295597076416,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:20:41+00,on,,,14.88227653503418,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:20:48+00,on,,,14.88227653503418,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:20:54+00,on,,,14.88227653503418,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:21:00+00,on,,,10.576756477355957,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:21:06+00,on,,,10.576756477355957,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:21:12+00,on,,,9.844934463500977,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:21:18+00,on,,,13.024312019348145,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:21:24+00,on,,,10.576756477355957,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:21:30+00,on,,,10.576756477355957,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:21:36+00,on,,,14.88227653503418,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:21:42+00,on,,,10.576756477355957,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:21:48+00,on,,,10.576756477355957,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:21:54+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:22:00+00,on,,,14.88227653503418,0.545427918434143
dc:b4:d9:13:ed:8c,2026-06-04 18:22:06+00,on,,,10.576756477355957,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:22:13+00,on,,,14.88227653503418,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:22:19+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:22:25+00,on,,,13.9295597076416,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:22:31+00,on,,,10.576756477355957,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:22:37+00,on,,,10.576756477355957,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:22:43+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:22:49+00,on,,,15.884172439575195,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:22:55+00,on,,,13.9295597076416,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:23:01+00,on,,,13.9295597076416,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:23:07+00,on,,,10.576756477355957,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:23:13+00,on,,,9.1525354385376,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:23:19+00,on,,,10.576756477355957,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:23:25+00,on,,,10.576756477355957,0.545427918434143
dc:b4:d9:13:ed:8c,2026-06-04 18:23:31+00,on,,,13.024312019348145,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:23:38+00,on,,,9.844934463500977,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:23:44+00,on,,,9.844934463500977,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:23:50+00,on,,,10.576756477355957,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:23:56+00,on,,,10.576756477355957,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:24:02+00,on,,,9.1525354385376,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:24:08+00,on,,,9.1525354385376,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:24:14+00,on,,,9.1525354385376,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:24:20+00,on,,,10.576756477355957,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:24:26+00,on,,,10.576756477355957,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:24:32+00,on,,,10.576756477355957,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:24:38+00,on,,,7.296971797943115,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:24:44+00,on,,,13.024312019348145,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:24:50+00,on,,,9.844934463500977,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:24:56+00,on,,,10.576756477355957,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:25:03+00,on,,,9.1525354385376,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:25:09+00,on,,,9.1525354385376,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:25:15+00,on,,,8.49805450439453,1.0281673669815063
dc:b4:d9:13:ed:8c,2026-06-04 18:25:21+00,on,,,7.296971797943115,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:25:27+00,on,,,9.1525354385376,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:25:33+00,on,,,8.49805450439453,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:25:39+00,on,,,9.844934463500977,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:25:45+00,on,,,10.576756477355957,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:25:51+00,on,,,9.1525354385376,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:25:57+00,on,,,10.576756477355957,0.4485052824020386
dc:b4:d9:13:ed:8c,2026-06-04 18:26:03+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:26:09+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:26:15+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:26:20+00,on,,,13.024312019348145,0.715171754360199
dc:b4:d9:13:ed:8c,2026-06-04 18:26:25+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:26:30+00,on,,,14.88227653503418,0.6523194313049316
dc:b4:d9:13:ed:8c,2026-06-04 18:26:35+00,on,,,10.576756477355957,0.595998466014862
dc:b4:d9:13:ed:8c,2026-06-04 18:26:40+00,on,,,9.844934463500977,0.595998466014862
dc:b4:d9:13:ed:8c,2026-06-04 18:26:45+00,on,,,10.576756477355957,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:26:50+00,on,,,13.9295597076416,0.7854589223861694
dc:b4:d9:13:ed:8c,2026-06-04 18:26:55+00,on,,,10.576756477355957,0.545427918434143
dc:b4:d9:13:ed:8c,2026-06-04 18:27:00+00,on,,,18.042524337768555,0.6523194313049316
